current_date,sale_id,product_id,product_name,price
2026-07-28,104,P008,HDMI Cable,15
2026-07-28,105,P003,Bluetooth Speaker,50
2026-07-28,106,P008,HDMI Cable,15
2026-07-28,107,P001,Wireless Headphones,100
2026-07-28,108,P001,Wireless Headphones,100
2026-07-28,109,P004,USB Flash Drive,20
2026-07-28,110,P001,Wireless Headphones,100
2026-07-28,111,P003,Bluetooth Speaker,50
2026-07-28,112,P004,USB Flash Drive,20
2026-07-28,113,P004,USB Flash Drive,20
2026-07-28,114,P003,Bluetooth Speaker,50
2026-07-28,115,P003,Bluetooth Speaker,50
2026-07-28,116,P004,USB Flash Drive,20
2026-07-28,117,P008,HDMI Cable,15
2026-07-28,118,P008,HDMI Cable,15
2026-07-28,119,P009,Smartphone,600
2026-07-28,120,P001,Wireless Headphones,100
2026-07-28,121,P006,Wireless Mouse,30
2026-07-28,122,P001,Wireless Headphones,100
2026-07-28,123,P009,Smartphone,600
2026-07-28,124,P008,HDMI Cable,15
2026-07-28,125,P010,External Hard Drive,100
2026-07-28,126,P001,Wireless Headphones,100
2026-07-28,127,P007,Laptop Stand,40
2026-07-28,128,P001,Wireless Headphones,100
2026-07-28,129,P002,Laptop Backpack,60
2026-07-28,130,P009,Smartphone,600
2026-07-28,131,P007,Laptop Stand,40
2026-07-28,132,P003,Bluetooth Speaker,50
2026-07-28,133,P001,Wireless Headphones,100
2026-07-28,134,P005,Mobile Phone Case,15
2026-07-28,135,P006,Wireless Mouse,30
2026-07-28,136,P006,Wireless Mouse,30
2026-07-28,137,P003,Bluetooth Speaker,50
2026-07-28,138,P006,Wireless Mouse,30
2026-07-28,139,P002,Laptop Backpack,60
2026-07-28,140,P001,Wireless Headphones,100
2026-07-28,141,P010,External Hard Drive,100
2026-07-28,142,P010,External Hard Drive,100
2026-07-28,143,P003,Bluetooth Speaker,50
2026-07-28,144,P003,Bluetooth Speaker,50
2026-07-28,145,P010,External Hard Drive,100
2026-07-28,146,P001,Wireless Headphones,100
2026-07-28,147,P004,USB Flash Drive,20
2026-07-28,148,P002,Laptop Backpack,60
2026-07-28,149,P008,HDMI Cable,15
2026-07-28,150,P001,Wireless Headphones,100
2026-07-28,151,P001,Wireless Headphones,100
2026-07-28,152,P001,Wireless Headphones,100
2026-07-28,153,P003,Bluetooth Speaker,50
2026-07-28,154,P001,Wireless Headphones,100
2026-07-28,155,P006,Wireless Mouse,30
2026-07-28,156,P010,External Hard Drive,100
2026-07-28,157,P008,HDMI Cable,15
2026-07-28,158,P002,Laptop Backpack,60
2026-07-28,159,P008,HDMI Cable,15
2026-07-28,160,P003,Bluetooth Speaker,50
2026-07-28,161,P008,HDMI Cable,15
2026-07-28,162,P005,Mobile Phone Case,15
2026-07-28,163,P004,USB Flash Drive,20
2026-07-28,164,P003,Bluetooth Speaker,50
2026-07-28,165,P005,Mobile Phone Case,15
2026-07-28,166,P007,Laptop Stand,40
2026-07-28,167,P010,External Hard Drive,100
2026-07-28,168,P004,USB Flash Drive,20
2026-07-28,169,P006,Wireless Mouse,30
2026-07-28,170,P008,HDMI Cable,15
2026-07-28,171,P006,Wireless Mouse,30
2026-07-28,172,P005,Mobile Phone Case,15
2026-07-28,173,P009,Smartphone,600
2026-07-28,174,P007,Laptop Stand,40
2026-07-28,175,P001,Wireless Headphones,100
2026-07-28,176,P008,HDMI Cable,15
2026-07-28,177,P009,Smartphone,600
2026-07-28,178,P001,Wireless Headphones,100
2026-07-28,179,P001,Wireless Headphones,100
2026-07-28,180,P003,Bluetooth Speaker,50
2026-07-28,181,P006,Wireless Mouse,30
2026-07-28,182,P006,Wireless Mouse,30
2026-07-28,183,P001,Wireless Headphones,100
2026-07-28,184,P004,USB Flash Drive,20
2026-07-28,185,P008,HDMI Cable,15
2026-07-28,186,P001,Wireless Headphones,100
2026-07-28,187,P007,Laptop Stand,40
2026-07-28,188,P004,USB Flash Drive,20
2026-07-28,189,P001,Wireless Headphones,100
2026-07-28,190,P001,Wireless Headphones,100
2026-07-28,191,P006,Wireless Mouse,30
2026-07-28,192,P009,Smartphone,600
2026-07-28,193,P004,USB Flash Drive,20
2026-07-28,194,P004,USB Flash Drive,20
2026-07-28,195,P008,HDMI Cable,15
2026-07-28,196,P002,Laptop Backpack,60
2026-07-28,197,P006,Wireless Mouse,30
2026-07-28,198,P008,HDMI Cable,15
2026-07-28,199,P006,Wireless Mouse,30
2026-07-28,200,P003,Bluetooth Speaker,50
2026-07-28,201,P001,Wireless Headphones,100
2026-07-28,202,P004,USB Flash Drive,20
2026-07-28,203,P004,USB Flash Drive,20
2026-07-28,204,P002,Laptop Backpack,60
2026-07-28,205,P006,Wireless Mouse,30
2026-07-28,206,P004,USB Flash Drive,20
2026-07-28,207,P001,Wireless Headphones,100
2026-07-28,208,P005,Mobile Phone Case,15
2026-07-28,209,P002,Laptop Backpack,60
2026-07-28,210,P006,Wireless Mouse,30
2026-07-28,211,P003,Bluetooth Speaker,50
2026-07-28,212,P001,Wireless Headphones,100
2026-07-28,213,P003,Bluetooth Speaker,50
2026-07-28,214,P003,Bluetooth Speaker,50
2026-07-28,215,P009,Smartphone,600
2026-07-28,216,P008,HDMI Cable,15
2026-07-28,217,P010,External Hard Drive,100
2026-07-28,218,P006,Wireless Mouse,30
2026-07-28,219,P005,Mobile Phone Case,15
2026-07-28,220,P010,External Hard Drive,100
2026-07-28,221,P002,Laptop Backpack,60
2026-07-28,222,P005,Mobile Phone Case,15
2026-07-28,223,P010,External Hard Drive,100
2026-07-28,224,P004,USB Flash Drive,20
2026-07-28,225,P002,Laptop Backpack,60
2026-07-28,226,P007,Laptop Stand,40
2026-07-28,227,P010,External Hard Drive,100
2026-07-28,228,P009,Smartphone,600
2026-07-28,229,P009,Smartphone,600
2026-07-28,230,P004,USB Flash Drive,20
2026-07-28,231,P008,HDMI Cable,15
2026-07-28,232,P004,USB Flash Drive,20
2026-07-28,233,P005,Mobile Phone Case,15
2026-07-28,234,P001,Wireless Headphones,100
2026-07-28,235,P007,Laptop Stand,40
2026-07-28,236,P006,Wireless Mouse,30
2026-07-28,237,P001,Wireless Headphones,100
2026-07-28,238,P001,Wireless Headphones,100
2026-07-28,239,P006,Wireless Mouse,30
2026-07-28,240,P003,Bluetooth Speaker,50
2026-07-28,241,P005,Mobile Phone Case,15
2026-07-28,242,P003,Bluetooth Speaker,50
2026-07-28,243,P006,Wireless Mouse,30
2026-07-28,244,P006,Wireless Mouse,30
2026-07-28,245,P003,Bluetooth Speaker,50
2026-07-28,246,P002,Laptop Backpack,60
2026-07-28,247,P006,Wireless Mouse,30
2026-07-28,248,P009,Smartphone,600
2026-07-28,249,P001,Wireless Headphones,100
2026-07-28,250,P004,USB Flash Drive,20
2026-07-28,251,P009,Smartphone,600
2026-07-28,252,P001,Wireless Headphones,100
2026-07-28,253,P008,HDMI Cable,15
2026-07-28,254,P008,HDMI Cable,15
2026-07-28,255,P002,Laptop Backpack,60
2026-07-28,256,P008,HDMI Cable,15
2026-07-28,257,P002,Laptop Backpack,60
2026-07-28,258,P008,HDMI Cable,15
2026-07-28,259,P003,Bluetooth Speaker,50
2026-07-28,260,P007,Laptop Stand,40
2026-07-28,261,P003,Bluetooth Speaker,50
2026-07-28,262,P001,Wireless Headphones,100
2026-07-28,263,P002,Laptop Backpack,60
2026-07-28,264,P008,HDMI Cable,15
2026-07-28,265,P010,External Hard Drive,100
2026-07-28,266,P008,HDMI Cable,15
2026-07-28,267,P003,Bluetooth Speaker,50
2026-07-28,268,P003,Bluetooth Speaker,50
2026-07-28,269,P001,Wireless Headphones,100
2026-07-28,270,P001,Wireless Headphones,100
2026-07-28,271,P001,Wireless Headphones,100
2026-07-28,272,P001,Wireless Headphones,100
2026-07-28,273,P006,Wireless Mouse,30
2026-07-28,274,P001,Wireless Headphones,100
2026-07-28,275,P003,Bluetooth Speaker,50
2026-07-28,276,P010,External Hard Drive,100
2026-07-28,277,P001,Wireless Headphones,100
2026-07-28,278,P004,USB Flash Drive,20
2026-07-28,279,P003,Bluetooth Speaker,50
2026-07-28,280,P004,USB Flash Drive,20
2026-07-28,281,P002,Laptop Backpack,60
2026-07-28,282,P003,Bluetooth Speaker,50
2026-07-28,283,P008,HDMI Cable,15
2026-07-28,284,P001,Wireless Headphones,100
2026-07-28,285,P004,USB Flash Drive,20
2026-07-28,286,P007,Laptop Stand,40
2026-07-28,287,P010,External Hard Drive,100
2026-07-28,288,P007,Laptop Stand,40
2026-07-28,289,P001,Wireless Headphones,100
2026-07-28,290,P001,Wireless Headphones,100
2026-07-28,291,P001,Wireless Headphones,100
2026-07-28,292,P003,Bluetooth Speaker,50
2026-07-28,293,P004,USB Flash Drive,20
2026-07-28,294,P010,External Hard Drive,100
2026-07-28,295,P003,Bluetooth Speaker,50
2026-07-28,296,P001,Wireless Headphones,100
2026-07-28,297,P003,Bluetooth Speaker,50
2026-07-28,298,P003,Bluetooth Speaker,50
2026-07-28,299,P001,Wireless Headphones,100
2026-07-28,300,P008,HDMI Cable,15
2026-07-28,301,P009,Smartphone,600
2026-07-28,302,P006,Wireless Mouse,30
2026-07-28,303,P007,Laptop Stand,40
2026-07-28,304,P008,HDMI Cable,15
2026-07-28,305,P010,External Hard Drive,100
2026-07-28,306,P009,Smartphone,600
2026-07-28,307,P003,Bluetooth Speaker,50
2026-07-28,308,P009,Smartphone,600
2026-07-28,309,P004,USB Flash Drive,20
2026-07-28,310,P006,Wireless Mouse,30
2026-07-28,311,P003,Bluetooth Speaker,50
2026-07-28,312,P007,Laptop Stand,40
2026-07-28,313,P001,Wireless Headphones,100
2026-07-28,314,P003,Bluetooth Speaker,50
2026-07-28,315,P003,Bluetooth Speaker,50
2026-07-28,316,P002,Laptop Backpack,60
2026-07-28,317,P001,Wireless Headphones,100
2026-07-28,318,P008,HDMI Cable,15
2026-07-28,319,P003,Bluetooth Speaker,50
2026-07-28,320,P006,Wireless Mouse,30
2026-07-28,321,P002,Laptop Backpack,60
2026-07-28,322,P003,Bluetooth Speaker,50
2026-07-28,323,P002,Laptop Backpack,60
2026-07-28,324,P001,Wireless Headphones,100
2026-07-28,325,P010,External Hard Drive,100
2026-07-28,326,P003,Bluetooth Speaker,50
2026-07-28,327,P002,Laptop Backpack,60
2026-07-28,328,P008,HDMI Cable,15
2026-07-28,329,P006,Wireless Mouse,30
2026-07-28,330,P004,USB Flash Drive,20
2026-07-28,331,P001,Wireless Headphones,100
2026-07-28,332,P001,Wireless Headphones,100
2026-07-28,333,P008,HDMI Cable,15
2026-07-28,334,P009,Smartphone,600
2026-07-28,335,P006,Wireless Mouse,30
2026-07-28,336,P006,Wireless Mouse,30
2026-07-28,337,P010,External Hard Drive,100
2026-07-28,338,P007,Laptop Stand,40
2026-07-28,339,P004,USB Flash Drive,20
2026-07-28,340,P008,HDMI Cable,15
2026-07-28,341,P010,External Hard Drive,100
2026-07-28,342,P002,Laptop Backpack,60
2026-07-28,343,P010,External Hard Drive,100
2026-07-28,344,P007,Laptop Stand,40
2026-07-28,345,P010,External Hard Drive,100
2026-07-28,346,P003,Bluetooth Speaker,50
2026-07-28,347,P002,Laptop Backpack,60
2026-07-28,348,P005,Mobile Phone Case,15
2026-07-28,349,P010,External Hard Drive,100
2026-07-28,350,P001,Wireless Headphones,100
2026-07-28,351,P006,Wireless Mouse,30
2026-07-28,352,P001,Wireless Headphones,100
2026-07-28,353,P008,HDMI Cable,15
2026-07-28,354,P001,Wireless Headphones,100
2026-07-28,355,P006,Wireless Mouse,30
2026-07-28,356,P008,HDMI Cable,15
2026-07-28,357,P006,Wireless Mouse,30
2026-07-28,358,P002,Laptop Backpack,60
2026-07-28,359,P008,HDMI Cable,15
2026-07-28,360,P002,Laptop Backpack,60
2026-07-28,361,P008,HDMI Cable,15
2026-07-28,362,P006,Wireless Mouse,30
2026-07-28,363,P004,USB Flash Drive,20
2026-07-28,364,P008,HDMI Cable,15
2026-07-28,365,P004,USB Flash Drive,20
2026-07-28,366,P006,Wireless Mouse,30
2026-07-28,367,P001,Wireless Headphones,100
2026-07-28,368,P006,Wireless Mouse,30
2026-07-28,369,P004,USB Flash Drive,20
2026-07-28,370,P001,Wireless Headphones,100
2026-07-28,371,P004,USB Flash Drive,20
2026-07-28,372,P008,HDMI Cable,15
2026-07-28,373,P005,Mobile Phone Case,15
2026-07-28,374,P002,Laptop Backpack,60
2026-07-28,375,P009,Smartphone,600
2026-07-28,376,P010,External Hard Drive,100
2026-07-28,377,P004,USB Flash Drive,20
2026-07-28,378,P004,USB Flash Drive,20
2026-07-28,379,P001,Wireless Headphones,100
2026-07-28,380,P006,Wireless Mouse,30
2026-07-28,381,P005,Mobile Phone Case,15
2026-07-28,382,P001,Wireless Headphones,100
2026-07-28,383,P006,Wireless Mouse,30
2026-07-28,384,P003,Bluetooth Speaker,50
2026-07-28,385,P008,HDMI Cable,15
2026-07-28,386,P001,Wireless Headphones,100
2026-07-28,387,P006,Wireless Mouse,30
2026-07-28,388,P003,Bluetooth Speaker,50
2026-07-28,389,P001,Wireless Headphones,100
2026-07-28,390,P002,Laptop Backpack,60
2026-07-28,391,P007,Laptop Stand,40
2026-07-28,392,P006,Wireless Mouse,30
2026-07-28,393,P009,Smartphone,600
2026-07-28,394,P001,Wireless Headphones,100
2026-07-28,395,P007,Laptop Stand,40
2026-07-28,396,P004,USB Flash Drive,20
2026-07-28,397,P004,USB Flash Drive,20
2026-07-28,398,P001,Wireless Headphones,100
2026-07-28,399,P008,HDMI Cable,15
2026-07-28,400,P006,Wireless Mouse,30
2026-07-28,401,P003,Bluetooth Speaker,50
2026-07-28,402,P004,USB Flash Drive,20
2026-07-28,403,P010,External Hard Drive,100
2026-07-28,404,P002,Laptop Backpack,60
2026-07-28,405,P001,Wireless Headphones,100
2026-07-28,406,P008,HDMI Cable,15
2026-07-28,407,P010,External Hard Drive,100
2026-07-28,408,P004,USB Flash Drive,20
2026-07-28,409,P001,Wireless Headphones,100
2026-07-28,410,P004,USB Flash Drive,20
2026-07-28,411,P006,Wireless Mouse,30
2026-07-28,412,P002,Laptop Backpack,60
2026-07-28,413,P007,Laptop Stand,40
2026-07-28,414,P003,Bluetooth Speaker,50
2026-07-28,415,P003,Bluetooth Speaker,50
2026-07-28,416,P004,USB Flash Drive,20
2026-07-28,417,P004,USB Flash Drive,20
2026-07-28,418,P010,External Hard Drive,100
2026-07-28,419,P010,External Hard Drive,100
2026-07-28,420,P004,USB Flash Drive,20
2026-07-28,421,P001,Wireless Headphones,100
2026-07-28,422,P002,Laptop Backpack,60
2026-07-28,423,P001,Wireless Headphones,100
2026-07-28,424,P010,External Hard Drive,100
2026-07-28,425,P007,Laptop Stand,40
2026-07-28,426,P008,HDMI Cable,15
2026-07-28,427,P006,Wireless Mouse,30
2026-07-28,428,P005,Mobile Phone Case,15
2026-07-28,429,P003,Bluetooth Speaker,50
2026-07-28,430,P001,Wireless Headphones,100
2026-07-28,431,P001,Wireless Headphones,100
2026-07-28,432,P009,Smartphone,600
2026-07-28,433,P005,Mobile Phone Case,15
2026-07-28,434,P006,Wireless Mouse,30
2026-07-28,435,P001,Wireless Headphones,100
2026-07-28,436,P001,Wireless Headphones,100
2026-07-28,437,P001,Wireless Headphones,100
2026-07-28,438,P003,Bluetooth Speaker,50
2026-07-28,439,P001,Wireless Headphones,100
2026-07-28,440,P004,USB Flash Drive,20
2026-07-28,441,P003,Bluetooth Speaker,50
2026-07-28,442,P004,USB Flash Drive,20
2026-07-28,443,P001,Wireless Headphones,100
2026-07-28,444,P002,Laptop Backpack,60
2026-07-28,445,P003,Bluetooth Speaker,50
2026-07-28,446,P006,Wireless Mouse,30
2026-07-28,447,P003,Bluetooth Speaker,50
2026-07-28,448,P001,Wireless Headphones,100
2026-07-28,449,P004,USB Flash Drive,20
2026-07-28,450,P001,Wireless Headphones,100
2026-07-28,451,P006,Wireless Mouse,30
2026-07-28,452,P003,Bluetooth Speaker,50
2026-07-28,453,P003,Bluetooth Speaker,50
2026-07-28,454,P001,Wireless Headphones,100
2026-07-28,455,P001,Wireless Headphones,100
2026-07-28,456,P001,Wireless Headphones,100
2026-07-28,457,P004,USB Flash Drive,20
2026-07-28,458,P008,HDMI Cable,15
2026-07-28,459,P001,Wireless Headphones,100
2026-07-28,460,P003,Bluetooth Speaker,50
2026-07-28,461,P009,Smartphone,600
2026-07-28,462,P006,Wireless Mouse,30
2026-07-28,463,P010,External Hard Drive,100
2026-07-28,464,P010,External Hard Drive,100
2026-07-28,465,P004,USB Flash Drive,20
2026-07-28,466,P006,Wireless Mouse,30
2026-07-28,467,P006,Wireless Mouse,30
2026-07-28,468,P001,Wireless Headphones,100
2026-07-28,469,P004,USB Flash Drive,20
2026-07-28,470,P008,HDMI Cable,15
2026-07-28,471,P001,Wireless Headphones,100
2026-07-28,472,P006,Wireless Mouse,30
2026-07-28,473,P006,Wireless Mouse,30
2026-07-28,474,P008,HDMI Cable,15
2026-07-28,475,P001,Wireless Headphones,100
2026-07-28,476,P001,Wireless Headphones,100
2026-07-28,477,P002,Laptop Backpack,60
2026-07-28,478,P001,Wireless Headphones,100
2026-07-28,479,P001,Wireless Headphones,100
2026-07-28,480,P008,HDMI Cable,15
2026-07-28,481,P010,External Hard Drive,100
2026-07-28,482,P001,Wireless Headphones,100
2026-07-28,483,P008,HDMI Cable,15
2026-07-28,484,P010,External Hard Drive,100
2026-07-28,485,P010,External Hard Drive,100
2026-07-28,486,P005,Mobile Phone Case,15
2026-07-28,487,P008,HDMI Cable,15
2026-07-28,488,P004,USB Flash Drive,20
2026-07-28,489,P003,Bluetooth Speaker,50
2026-07-28,490,P004,USB Flash Drive,20
2026-07-28,491,P005,Mobile Phone Case,15
2026-07-28,492,P004,USB Flash Drive,20
2026-07-28,493,P009,Smartphone,600
2026-07-28,494,P006,Wireless Mouse,30
2026-07-28,495,P007,Laptop Stand,40
2026-07-28,496,P009,Smartphone,600
2026-07-28,497,P004,USB Flash Drive,20
2026-07-28,498,P006,Wireless Mouse,30
2026-07-28,499,P001,Wireless Headphones,100
2026-07-28,500,P001,Wireless Headphones,100
2026-07-28,501,P006,Wireless Mouse,30
2026-07-28,502,P002,Laptop Backpack,60
2026-07-28,503,P004,USB Flash Drive,20
2026-07-28,504,P001,Wireless Headphones,100
2026-07-28,505,P004,USB Flash Drive,20
2026-07-28,506,P010,External Hard Drive,100
2026-07-28,507,P003,Bluetooth Speaker,50
2026-07-28,508,P001,Wireless Headphones,100
2026-07-28,509,P006,Wireless Mouse,30
2026-07-28,510,P004,USB Flash Drive,20
2026-07-28,511,P009,Smartphone,600
2026-07-28,512,P004,USB Flash Drive,20
2026-07-28,513,P006,Wireless Mouse,30
2026-07-28,514,P010,External Hard Drive,100
2026-07-28,515,P001,Wireless Headphones,100
2026-07-28,516,P006,Wireless Mouse,30
2026-07-28,517,P010,External Hard Drive,100
2026-07-28,518,P006,Wireless Mouse,30
2026-07-28,519,P006,Wireless Mouse,30
2026-07-28,520,P001,Wireless Headphones,100
2026-07-28,521,P001,Wireless Headphones,100
2026-07-28,522,P003,Bluetooth Speaker,50
2026-07-28,523,P002,Laptop Backpack,60
2026-07-28,524,P001,Wireless Headphones,100
2026-07-28,525,P003,Bluetooth Speaker,50
2026-07-28,526,P003,Bluetooth Speaker,50
2026-07-28,527,P006,Wireless Mouse,30
2026-07-28,528,P001,Wireless Headphones,100
2026-07-28,529,P006,Wireless Mouse,30
2026-07-28,530,P008,HDMI Cable,15
2026-07-28,531,P010,External Hard Drive,100
2026-07-28,532,P004,USB Flash Drive,20
2026-07-28,533,P003,Bluetooth Speaker,50
2026-07-28,534,P001,Wireless Headphones,100
2026-07-28,535,P008,HDMI Cable,15
2026-07-28,536,P004,USB Flash Drive,20
2026-07-28,537,P006,Wireless Mouse,30
2026-07-28,538,P001,Wireless Headphones,100
2026-07-28,539,P003,Bluetooth Speaker,50
2026-07-28,540,P002,Laptop Backpack,60
2026-07-28,541,P001,Wireless Headphones,100
2026-07-28,542,P010,External Hard Drive,100
2026-07-28,543,P002,Laptop Backpack,60
2026-07-28,544,P006,Wireless Mouse,30
2026-07-28,545,P002,Laptop Backpack,60
2026-07-28,546,P008,HDMI Cable,15
2026-07-28,547,P002,Laptop Backpack,60
2026-07-28,548,P001,Wireless Headphones,100
2026-07-28,549,P003,Bluetooth Speaker,50
2026-07-28,550,P005,Mobile Phone Case,15
2026-07-28,551,P002,Laptop Backpack,60
2026-07-28,552,P002,Laptop Backpack,60
2026-07-28,553,P006,Wireless Mouse,30
2026-07-28,554,P007,Laptop Stand,40
2026-07-28,555,P001,Wireless Headphones,100
2026-07-28,556,P004,USB Flash Drive,20
2026-07-28,557,P010,External Hard Drive,100
2026-07-28,558,P006,Wireless Mouse,30
2026-07-28,559,P005,Mobile Phone Case,15
2026-07-28,560,P002,Laptop Backpack,60
2026-07-28,561,P004,USB Flash Drive,20
2026-07-28,562,P007,Laptop Stand,40
2026-07-28,563,P006,Wireless Mouse,30
2026-07-28,564,P001,Wireless Headphones,100
2026-07-28,565,P010,External Hard Drive,100
2026-07-28,566,P001,Wireless Headphones,100
2026-07-28,567,P002,Laptop Backpack,60
2026-07-28,568,P008,HDMI Cable,15
2026-07-28,569,P006,Wireless Mouse,30
2026-07-28,570,P001,Wireless Headphones,100
2026-07-28,571,P006,Wireless Mouse,30
2026-07-28,572,P004,USB Flash Drive,20
2026-07-28,573,P010,External Hard Drive,100
2026-07-28,574,P010,External Hard Drive,100
2026-07-28,575,P008,HDMI Cable,15
2026-07-28,576,P008,HDMI Cable,15
2026-07-28,577,P007,Laptop Stand,40
2026-07-28,578,P004,USB Flash Drive,20
2026-07-28,579,P007,Laptop Stand,40
2026-07-28,580,P001,Wireless Headphones,100
2026-07-28,581,P006,Wireless Mouse,30
2026-07-28,582,P004,USB Flash Drive,20
2026-07-28,583,P010,External Hard Drive,100
2026-07-28,584,P010,External Hard Drive,100
2026-07-28,585,P007,Laptop Stand,40
2026-07-28,586,P001,Wireless Headphones,100
2026-07-28,587,P007,Laptop Stand,40
2026-07-28,588,P004,USB Flash Drive,20
2026-07-28,589,P006,Wireless Mouse,30
2026-07-28,590,P006,Wireless Mouse,30
2026-07-28,591,P003,Bluetooth Speaker,50
2026-07-28,592,P006,Wireless Mouse,30
2026-07-28,593,P001,Wireless Headphones,100
2026-07-28,594,P001,Wireless Headphones,100
2026-07-28,595,P006,Wireless Mouse,30
2026-07-28,596,P010,External Hard Drive,100
2026-07-28,597,P006,Wireless Mouse,30
2026-07-28,598,P008,HDMI Cable,15
2026-07-28,599,P008,HDMI Cable,15
2026-07-28,600,P006,Wireless Mouse,30
2026-07-28,601,P005,Mobile Phone Case,15
2026-07-28,602,P002,Laptop Backpack,60
2026-07-28,603,P004,USB Flash Drive,20
2026-07-28,604,P009,Smartphone,600
2026-07-28,605,P010,External Hard Drive,100
2026-07-28,606,P010,External Hard Drive,100
2026-07-28,607,P002,Laptop Backpack,60
2026-07-28,608,P001,Wireless Headphones,100
2026-07-28,609,P001,Wireless Headphones,100
2026-07-28,610,P006,Wireless Mouse,30
