current_date,sale_id,product_id,name,price
7/28/2026,46,P001,Wireless Headphones,100
7/28/2026,47,P002,Laptop Backpack,60
7/28/2026,48,P005,Mobile Phone Case,15
7/28/2026,49,P002,Laptop Backpack,60
7/28/2026,50,P009,Smartphone,600
7/28/2026,51,P002,Laptop Backpack,60
7/28/2026,52,P001,Wireless Headphones,100
7/28/2026,53,P006,Wireless Mouse,30
7/28/2026,54,P008,HDMI Cable,15
7/28/2026,55,P006,Wireless Mouse,30
7/28/2026,56,P010,External Hard Drive,100
7/28/2026,57,P002,Laptop Backpack,60
7/28/2026,58,P008,HDMI Cable,15
7/28/2026,59,P002,Laptop Backpack,60
7/28/2026,60,P001,Wireless Headphones,100
7/28/2026,61,P008,HDMI Cable,15
7/28/2026,62,P008,HDMI Cable,15
7/28/2026,63,P006,Wireless Mouse,30
7/28/2026,64,P006,Wireless Mouse,30
7/28/2026,65,P002,Laptop Backpack,60
7/28/2026,66,P004,USB Flash Drive,20
7/28/2026,67,P005,Mobile Phone Case,15
7/28/2026,68,P001,Wireless Headphones,100
7/28/2026,69,P010,External Hard Drive,100
7/28/2026,70,P001,Wireless Headphones,100
7/28/2026,71,P003,Bluetooth Speaker,50
7/28/2026,72,P001,Wireless Headphones,100
7/28/2026,73,P003,Bluetooth Speaker,50
7/28/2026,74,P010,External Hard Drive,100
7/28/2026,75,P008,HDMI Cable,15
7/28/2026,76,P004,USB Flash Drive,20
7/28/2026,77,P006,Wireless Mouse,30
7/28/2026,78,P005,Mobile Phone Case,15
7/28/2026,79,P001,Wireless Headphones,100
7/28/2026,80,P009,Smartphone,600
7/28/2026,81,P009,Smartphone,600
7/28/2026,82,P010,External Hard Drive,100
7/28/2026,83,P008,HDMI Cable,15
7/28/2026,84,P006,Wireless Mouse,30
7/28/2026,85,P004,USB Flash Drive,20
7/28/2026,86,P002,Laptop Backpack,60
7/28/2026,87,P001,Wireless Headphones,100
7/28/2026,88,P003,Bluetooth Speaker,50
7/28/2026,89,P003,Bluetooth Speaker,50
7/28/2026,90,P001,Wireless Headphones,100
7/28/2026,91,P004,USB Flash Drive,20
7/28/2026,92,P005,Mobile Phone Case,15
7/28/2026,93,P010,External Hard Drive,100
7/28/2026,94,P001,Wireless Headphones,100
7/28/2026,95,P006,Wireless Mouse,30
7/28/2026,96,P006,Wireless Mouse,30
7/28/2026,97,P002,Laptop Backpack,60
7/28/2026,98,P002,Laptop Backpack,60
7/28/2026,99,P010,External Hard Drive,100
7/28/2026,100,P004,USB Flash Drive,20
7/28/2026,101,P005,Mobile Phone Case,15
7/28/2026,102,P010,External Hard Drive,100
7/28/2026,103,P001,Wireless Headphones,100
7/28/2026,104,P008,HDMI Cable,15
7/28/2026,105,P003,Bluetooth Speaker,50
7/28/2026,106,P008,HDMI Cable,15
7/28/2026,107,P001,Wireless Headphones,100
7/28/2026,108,P001,Wireless Headphones,100
7/28/2026,109,P004,USB Flash Drive,20
7/28/2026,110,P001,Wireless Headphones,100
7/28/2026,111,P003,Bluetooth Speaker,50
7/28/2026,112,P004,USB Flash Drive,20
7/28/2026,113,P004,USB Flash Drive,20
7/28/2026,114,P003,Bluetooth Speaker,50
7/28/2026,115,P003,Bluetooth Speaker,50
7/28/2026,116,P004,USB Flash Drive,20
7/28/2026,117,P008,HDMI Cable,15
7/28/2026,118,P008,HDMI Cable,15
7/28/2026,119,P009,Smartphone,600
7/28/2026,120,P001,Wireless Headphones,100
7/28/2026,121,P006,Wireless Mouse,30
7/28/2026,122,P001,Wireless Headphones,100
7/28/2026,123,P009,Smartphone,600
7/28/2026,124,P008,HDMI Cable,15
7/28/2026,125,P010,External Hard Drive,100
7/28/2026,126,P001,Wireless Headphones,100
7/28/2026,127,P007,Laptop Stand,40
7/28/2026,128,P001,Wireless Headphones,100
7/28/2026,129,P002,Laptop Backpack,60
7/28/2026,130,P009,Smartphone,600
7/28/2026,131,P007,Laptop Stand,40
7/28/2026,132,P003,Bluetooth Speaker,50
7/28/2026,133,P001,Wireless Headphones,100
7/28/2026,134,P005,Mobile Phone Case,15
7/28/2026,135,P006,Wireless Mouse,30
7/28/2026,136,P006,Wireless Mouse,30
7/28/2026,137,P003,Bluetooth Speaker,50
7/28/2026,138,P006,Wireless Mouse,30
7/28/2026,139,P002,Laptop Backpack,60
7/28/2026,140,P001,Wireless Headphones,100
7/28/2026,141,P010,External Hard Drive,100
7/28/2026,142,P010,External Hard Drive,100
7/28/2026,143,P003,Bluetooth Speaker,50
7/28/2026,144,P003,Bluetooth Speaker,50
7/28/2026,145,P010,External Hard Drive,100
7/28/2026,146,P001,Wireless Headphones,100
7/28/2026,147,P004,USB Flash Drive,20
7/28/2026,148,P002,Laptop Backpack,60
7/28/2026,149,P008,HDMI Cable,15
7/28/2026,150,P001,Wireless Headphones,100
7/28/2026,151,P001,Wireless Headphones,100
7/28/2026,152,P001,Wireless Headphones,100
7/28/2026,153,P003,Bluetooth Speaker,50
7/28/2026,154,P001,Wireless Headphones,100
7/28/2026,155,P006,Wireless Mouse,30
7/28/2026,156,P010,External Hard Drive,100
7/28/2026,157,P008,HDMI Cable,15
7/28/2026,158,P002,Laptop Backpack,60
7/28/2026,159,P008,HDMI Cable,15
7/28/2026,160,P003,Bluetooth Speaker,50
7/28/2026,161,P008,HDMI Cable,15
7/28/2026,162,P005,Mobile Phone Case,15
7/28/2026,163,P004,USB Flash Drive,20
7/28/2026,164,P003,Bluetooth Speaker,50
7/28/2026,165,P005,Mobile Phone Case,15
7/28/2026,166,P007,Laptop Stand,40
7/28/2026,167,P010,External Hard Drive,100
7/28/2026,168,P004,USB Flash Drive,20
7/28/2026,169,P006,Wireless Mouse,30
7/28/2026,170,P008,HDMI Cable,15
7/28/2026,171,P006,Wireless Mouse,30
7/28/2026,172,P005,Mobile Phone Case,15
7/28/2026,173,P009,Smartphone,600
7/28/2026,174,P007,Laptop Stand,40
7/28/2026,175,P001,Wireless Headphones,100
7/28/2026,176,P008,HDMI Cable,15
7/28/2026,177,P009,Smartphone,600
7/28/2026,178,P001,Wireless Headphones,100
7/28/2026,179,P001,Wireless Headphones,100
7/28/2026,180,P003,Bluetooth Speaker,50
7/28/2026,181,P006,Wireless Mouse,30
7/28/2026,182,P006,Wireless Mouse,30
7/28/2026,183,P001,Wireless Headphones,100
7/28/2026,184,P004,USB Flash Drive,20
7/28/2026,185,P008,HDMI Cable,15
7/28/2026,186,P001,Wireless Headphones,100
7/28/2026,187,P007,Laptop Stand,40
7/28/2026,188,P004,USB Flash Drive,20
7/28/2026,189,P001,Wireless Headphones,100
7/28/2026,190,P001,Wireless Headphones,100
7/28/2026,191,P006,Wireless Mouse,30
7/28/2026,192,P009,Smartphone,600
7/28/2026,193,P004,USB Flash Drive,20
7/28/2026,194,P004,USB Flash Drive,20
7/28/2026,195,P008,HDMI Cable,15
7/28/2026,196,P002,Laptop Backpack,60
7/28/2026,197,P006,Wireless Mouse,30
7/28/2026,198,P008,HDMI Cable,15
7/28/2026,199,P006,Wireless Mouse,30
7/28/2026,200,P003,Bluetooth Speaker,50
7/28/2026,201,P001,Wireless Headphones,100
7/28/2026,202,P004,USB Flash Drive,20
7/28/2026,203,P004,USB Flash Drive,20
7/28/2026,204,P002,Laptop Backpack,60
7/28/2026,205,P006,Wireless Mouse,30
7/28/2026,206,P004,USB Flash Drive,20
7/28/2026,207,P001,Wireless Headphones,100
7/28/2026,208,P005,Mobile Phone Case,15
7/28/2026,209,P002,Laptop Backpack,60
7/28/2026,210,P006,Wireless Mouse,30
7/28/2026,211,P003,Bluetooth Speaker,50
7/28/2026,212,P001,Wireless Headphones,100
7/28/2026,213,P003,Bluetooth Speaker,50
7/28/2026,214,P003,Bluetooth Speaker,50
7/28/2026,215,P009,Smartphone,600
7/28/2026,216,P008,HDMI Cable,15
7/28/2026,217,P010,External Hard Drive,100
7/28/2026,218,P006,Wireless Mouse,30
7/28/2026,219,P005,Mobile Phone Case,15
7/28/2026,220,P010,External Hard Drive,100
7/28/2026,221,P002,Laptop Backpack,60
7/28/2026,222,P005,Mobile Phone Case,15
7/28/2026,223,P010,External Hard Drive,100
7/28/2026,224,P004,USB Flash Drive,20
7/28/2026,225,P002,Laptop Backpack,60
7/28/2026,226,P007,Laptop Stand,40
7/28/2026,227,P010,External Hard Drive,100
7/28/2026,228,P009,Smartphone,600
7/28/2026,229,P009,Smartphone,600
7/28/2026,230,P004,USB Flash Drive,20
7/28/2026,231,P008,HDMI Cable,15
7/28/2026,232,P004,USB Flash Drive,20
7/28/2026,233,P005,Mobile Phone Case,15
7/28/2026,234,P001,Wireless Headphones,100
7/28/2026,235,P007,Laptop Stand,40
7/28/2026,236,P006,Wireless Mouse,30
7/28/2026,237,P001,Wireless Headphones,100
7/28/2026,238,P001,Wireless Headphones,100
7/28/2026,239,P006,Wireless Mouse,30
7/28/2026,240,P003,Bluetooth Speaker,50
7/28/2026,241,P005,Mobile Phone Case,15
7/28/2026,242,P003,Bluetooth Speaker,50
7/28/2026,243,P006,Wireless Mouse,30
7/28/2026,244,P006,Wireless Mouse,30
7/28/2026,245,P003,Bluetooth Speaker,50
7/28/2026,246,P002,Laptop Backpack,60
7/28/2026,247,P006,Wireless Mouse,30
7/28/2026,248,P009,Smartphone,600
7/28/2026,249,P001,Wireless Headphones,100
7/28/2026,250,P004,USB Flash Drive,20
7/28/2026,251,P009,Smartphone,600
7/28/2026,252,P001,Wireless Headphones,100
7/28/2026,253,P008,HDMI Cable,15
7/28/2026,254,P008,HDMI Cable,15
7/28/2026,255,P002,Laptop Backpack,60
7/28/2026,256,P008,HDMI Cable,15
7/28/2026,257,P002,Laptop Backpack,60
7/28/2026,258,P008,HDMI Cable,15
7/28/2026,259,P003,Bluetooth Speaker,50
7/28/2026,260,P007,Laptop Stand,40
7/28/2026,261,P003,Bluetooth Speaker,50
7/28/2026,262,P001,Wireless Headphones,100
7/28/2026,263,P002,Laptop Backpack,60
7/28/2026,264,P008,HDMI Cable,15
7/28/2026,265,P010,External Hard Drive,100
7/28/2026,266,P008,HDMI Cable,15
7/28/2026,267,P003,Bluetooth Speaker,50
7/28/2026,268,P003,Bluetooth Speaker,50
7/28/2026,269,P001,Wireless Headphones,100
7/28/2026,270,P001,Wireless Headphones,100
7/28/2026,271,P001,Wireless Headphones,100
7/28/2026,272,P001,Wireless Headphones,100
7/28/2026,273,P006,Wireless Mouse,30
7/28/2026,274,P001,Wireless Headphones,100
7/28/2026,275,P003,Bluetooth Speaker,50
7/28/2026,276,P010,External Hard Drive,100
7/28/2026,277,P001,Wireless Headphones,100
7/28/2026,278,P004,USB Flash Drive,20
7/28/2026,279,P003,Bluetooth Speaker,50
7/28/2026,280,P004,USB Flash Drive,20
7/28/2026,281,P002,Laptop Backpack,60
7/28/2026,282,P003,Bluetooth Speaker,50
7/28/2026,283,P008,HDMI Cable,15
7/28/2026,284,P001,Wireless Headphones,100
7/28/2026,285,P004,USB Flash Drive,20
7/28/2026,286,P007,Laptop Stand,40
7/28/2026,287,P010,External Hard Drive,100
7/28/2026,288,P007,Laptop Stand,40
7/28/2026,289,P001,Wireless Headphones,100
7/28/2026,290,P001,Wireless Headphones,100
7/28/2026,291,P001,Wireless Headphones,100
7/28/2026,292,P003,Bluetooth Speaker,50
7/28/2026,293,P004,USB Flash Drive,20
7/28/2026,294,P010,External Hard Drive,100
7/28/2026,295,P003,Bluetooth Speaker,50
7/28/2026,296,P001,Wireless Headphones,100
7/28/2026,297,P003,Bluetooth Speaker,50
7/28/2026,298,P003,Bluetooth Speaker,50
7/28/2026,299,P001,Wireless Headphones,100
7/28/2026,300,P008,HDMI Cable,15
7/28/2026,301,P009,Smartphone,600
7/28/2026,302,P006,Wireless Mouse,30
7/28/2026,303,P007,Laptop Stand,40
7/28/2026,304,P008,HDMI Cable,15
7/28/2026,305,P010,External Hard Drive,100
7/28/2026,306,P009,Smartphone,600
7/28/2026,307,P003,Bluetooth Speaker,50
7/28/2026,308,P009,Smartphone,600
7/28/2026,309,P004,USB Flash Drive,20
7/28/2026,310,P006,Wireless Mouse,30
7/28/2026,311,P003,Bluetooth Speaker,50
7/28/2026,312,P007,Laptop Stand,40
7/28/2026,313,P001,Wireless Headphones,100
7/28/2026,314,P003,Bluetooth Speaker,50
7/28/2026,315,P003,Bluetooth Speaker,50
7/28/2026,316,P002,Laptop Backpack,60
7/28/2026,317,P001,Wireless Headphones,100
7/28/2026,318,P008,HDMI Cable,15
7/28/2026,319,P003,Bluetooth Speaker,50
7/28/2026,320,P006,Wireless Mouse,30
7/28/2026,321,P002,Laptop Backpack,60
7/28/2026,322,P003,Bluetooth Speaker,50
7/28/2026,323,P002,Laptop Backpack,60
7/28/2026,324,P001,Wireless Headphones,100
7/28/2026,325,P010,External Hard Drive,100
7/28/2026,326,P003,Bluetooth Speaker,50
7/28/2026,327,P002,Laptop Backpack,60
7/28/2026,328,P008,HDMI Cable,15
7/28/2026,329,P006,Wireless Mouse,30
7/28/2026,330,P004,USB Flash Drive,20
7/28/2026,331,P001,Wireless Headphones,100
7/28/2026,332,P001,Wireless Headphones,100
7/28/2026,333,P008,HDMI Cable,15
7/28/2026,334,P009,Smartphone,600
7/28/2026,335,P006,Wireless Mouse,30
7/28/2026,336,P006,Wireless Mouse,30
7/28/2026,337,P010,External Hard Drive,100
7/28/2026,338,P007,Laptop Stand,40
7/28/2026,339,P004,USB Flash Drive,20
7/28/2026,340,P008,HDMI Cable,15
7/28/2026,341,P010,External Hard Drive,100
7/28/2026,342,P002,Laptop Backpack,60
7/28/2026,343,P010,External Hard Drive,100
7/28/2026,344,P007,Laptop Stand,40
7/28/2026,345,P010,External Hard Drive,100
7/28/2026,346,P003,Bluetooth Speaker,50
7/28/2026,347,P002,Laptop Backpack,60
7/28/2026,348,P005,Mobile Phone Case,15
7/28/2026,349,P010,External Hard Drive,100
7/28/2026,350,P001,Wireless Headphones,100
7/28/2026,351,P006,Wireless Mouse,30
7/28/2026,352,P001,Wireless Headphones,100
7/28/2026,353,P008,HDMI Cable,15
7/28/2026,354,P001,Wireless Headphones,100
7/28/2026,355,P006,Wireless Mouse,30
7/28/2026,356,P008,HDMI Cable,15
7/28/2026,357,P006,Wireless Mouse,30
7/28/2026,358,P002,Laptop Backpack,60
7/28/2026,359,P008,HDMI Cable,15
7/28/2026,360,P002,Laptop Backpack,60
7/28/2026,361,P008,HDMI Cable,15
7/28/2026,362,P006,Wireless Mouse,30
7/28/2026,363,P004,USB Flash Drive,20
7/28/2026,364,P008,HDMI Cable,15
7/28/2026,365,P004,USB Flash Drive,20
7/28/2026,366,P006,Wireless Mouse,30
7/28/2026,367,P001,Wireless Headphones,100
7/28/2026,368,P006,Wireless Mouse,30
7/28/2026,369,P004,USB Flash Drive,20
7/28/2026,370,P001,Wireless Headphones,100
7/28/2026,371,P004,USB Flash Drive,20
7/28/2026,372,P008,HDMI Cable,15
7/28/2026,373,P005,Mobile Phone Case,15
7/28/2026,374,P002,Laptop Backpack,60
7/28/2026,375,P009,Smartphone,600
7/28/2026,376,P010,External Hard Drive,100
7/28/2026,377,P004,USB Flash Drive,20
7/28/2026,378,P004,USB Flash Drive,20
7/28/2026,379,P001,Wireless Headphones,100
7/28/2026,380,P006,Wireless Mouse,30
7/28/2026,381,P005,Mobile Phone Case,15
7/28/2026,382,P001,Wireless Headphones,100
7/28/2026,383,P006,Wireless Mouse,30
7/28/2026,384,P003,Bluetooth Speaker,50
7/28/2026,385,P008,HDMI Cable,15
7/28/2026,386,P001,Wireless Headphones,100
7/28/2026,387,P006,Wireless Mouse,30
7/28/2026,388,P003,Bluetooth Speaker,50
7/28/2026,389,P001,Wireless Headphones,100
7/28/2026,390,P002,Laptop Backpack,60
7/28/2026,391,P007,Laptop Stand,40
7/28/2026,392,P006,Wireless Mouse,30
7/28/2026,393,P009,Smartphone,600
7/28/2026,394,P001,Wireless Headphones,100
7/28/2026,395,P007,Laptop Stand,40
7/28/2026,396,P004,USB Flash Drive,20
7/28/2026,397,P004,USB Flash Drive,20
7/28/2026,398,P001,Wireless Headphones,100
7/28/2026,399,P008,HDMI Cable,15
7/28/2026,400,P006,Wireless Mouse,30
7/28/2026,401,P003,Bluetooth Speaker,50
7/28/2026,402,P004,USB Flash Drive,20
7/28/2026,403,P010,External Hard Drive,100
7/28/2026,404,P002,Laptop Backpack,60
7/28/2026,405,P001,Wireless Headphones,100
7/28/2026,406,P008,HDMI Cable,15
7/28/2026,407,P010,External Hard Drive,100
7/28/2026,408,P004,USB Flash Drive,20
7/28/2026,409,P001,Wireless Headphones,100
7/28/2026,410,P004,USB Flash Drive,20
7/28/2026,411,P006,Wireless Mouse,30
7/28/2026,412,P002,Laptop Backpack,60
7/28/2026,413,P007,Laptop Stand,40
7/28/2026,414,P003,Bluetooth Speaker,50
7/28/2026,415,P003,Bluetooth Speaker,50
7/28/2026,416,P004,USB Flash Drive,20
7/28/2026,417,P004,USB Flash Drive,20
7/28/2026,418,P010,External Hard Drive,100
7/28/2026,419,P010,External Hard Drive,100
7/28/2026,420,P004,USB Flash Drive,20
7/28/2026,421,P001,Wireless Headphones,100
7/28/2026,422,P002,Laptop Backpack,60
7/28/2026,423,P001,Wireless Headphones,100
7/28/2026,424,P010,External Hard Drive,100
7/28/2026,425,P007,Laptop Stand,40
7/28/2026,426,P008,HDMI Cable,15
7/28/2026,427,P006,Wireless Mouse,30
7/28/2026,428,P005,Mobile Phone Case,15
7/28/2026,429,P003,Bluetooth Speaker,50
7/28/2026,430,P001,Wireless Headphones,100
7/28/2026,431,P001,Wireless Headphones,100
7/28/2026,432,P009,Smartphone,600
7/28/2026,433,P005,Mobile Phone Case,15
7/28/2026,434,P006,Wireless Mouse,30
7/28/2026,435,P001,Wireless Headphones,100
7/28/2026,436,P001,Wireless Headphones,100
7/28/2026,437,P001,Wireless Headphones,100
7/28/2026,438,P003,Bluetooth Speaker,50
7/28/2026,439,P001,Wireless Headphones,100
7/28/2026,440,P004,USB Flash Drive,20
7/28/2026,441,P003,Bluetooth Speaker,50
7/28/2026,442,P004,USB Flash Drive,20
7/28/2026,443,P001,Wireless Headphones,100
7/28/2026,444,P002,Laptop Backpack,60
7/28/2026,445,P003,Bluetooth Speaker,50
7/28/2026,446,P006,Wireless Mouse,30
7/28/2026,447,P003,Bluetooth Speaker,50
7/28/2026,448,P001,Wireless Headphones,100
7/28/2026,449,P004,USB Flash Drive,20
7/28/2026,450,P001,Wireless Headphones,100
7/28/2026,451,P006,Wireless Mouse,30
7/28/2026,452,P003,Bluetooth Speaker,50
7/28/2026,453,P003,Bluetooth Speaker,50
7/28/2026,454,P001,Wireless Headphones,100
7/28/2026,455,P001,Wireless Headphones,100
7/28/2026,456,P001,Wireless Headphones,100
7/28/2026,457,P004,USB Flash Drive,20
7/28/2026,458,P008,HDMI Cable,15
7/28/2026,459,P001,Wireless Headphones,100
7/28/2026,460,P003,Bluetooth Speaker,50
7/28/2026,461,P009,Smartphone,600
7/28/2026,462,P006,Wireless Mouse,30
7/28/2026,463,P010,External Hard Drive,100
7/28/2026,464,P010,External Hard Drive,100
7/28/2026,465,P004,USB Flash Drive,20
7/28/2026,466,P006,Wireless Mouse,30
7/28/2026,467,P006,Wireless Mouse,30
7/28/2026,468,P001,Wireless Headphones,100
7/28/2026,469,P004,USB Flash Drive,20
7/28/2026,470,P008,HDMI Cable,15
7/28/2026,471,P001,Wireless Headphones,100
7/28/2026,472,P006,Wireless Mouse,30
7/28/2026,473,P006,Wireless Mouse,30
7/28/2026,474,P008,HDMI Cable,15
7/28/2026,475,P001,Wireless Headphones,100
7/28/2026,476,P001,Wireless Headphones,100
7/28/2026,477,P002,Laptop Backpack,60
7/28/2026,478,P001,Wireless Headphones,100
7/28/2026,479,P001,Wireless Headphones,100
7/28/2026,480,P008,HDMI Cable,15
7/28/2026,481,P010,External Hard Drive,100
7/28/2026,482,P001,Wireless Headphones,100
7/28/2026,483,P008,HDMI Cable,15
7/28/2026,484,P010,External Hard Drive,100
7/28/2026,485,P010,External Hard Drive,100
7/28/2026,486,P005,Mobile Phone Case,15
7/28/2026,487,P008,HDMI Cable,15
7/28/2026,488,P004,USB Flash Drive,20
7/28/2026,489,P003,Bluetooth Speaker,50
7/28/2026,490,P004,USB Flash Drive,20
7/28/2026,491,P005,Mobile Phone Case,15
7/28/2026,492,P004,USB Flash Drive,20
7/28/2026,493,P009,Smartphone,600
7/28/2026,494,P006,Wireless Mouse,30
7/28/2026,495,P007,Laptop Stand,40
7/28/2026,496,P009,Smartphone,600
7/28/2026,497,P004,USB Flash Drive,20
7/28/2026,498,P006,Wireless Mouse,30
7/28/2026,499,P001,Wireless Headphones,100
7/28/2026,500,P001,Wireless Headphones,100
7/28/2026,501,P006,Wireless Mouse,30
7/28/2026,502,P002,Laptop Backpack,60
7/28/2026,503,P004,USB Flash Drive,20
7/28/2026,504,P001,Wireless Headphones,100
7/28/2026,505,P004,USB Flash Drive,20
7/28/2026,506,P010,External Hard Drive,100
7/28/2026,507,P003,Bluetooth Speaker,50
7/28/2026,508,P001,Wireless Headphones,100
7/28/2026,509,P006,Wireless Mouse,30
7/28/2026,510,P004,USB Flash Drive,20
7/28/2026,511,P009,Smartphone,600
7/28/2026,512,P004,USB Flash Drive,20
7/28/2026,513,P006,Wireless Mouse,30
7/28/2026,514,P010,External Hard Drive,100
7/28/2026,515,P001,Wireless Headphones,100
7/28/2026,516,P006,Wireless Mouse,30
7/28/2026,517,P010,External Hard Drive,100
7/28/2026,518,P006,Wireless Mouse,30
7/28/2026,519,P006,Wireless Mouse,30
7/28/2026,520,P001,Wireless Headphones,100
7/28/2026,521,P001,Wireless Headphones,100
7/28/2026,522,P003,Bluetooth Speaker,50
7/28/2026,523,P002,Laptop Backpack,60
7/28/2026,524,P001,Wireless Headphones,100
7/28/2026,525,P003,Bluetooth Speaker,50
7/28/2026,526,P003,Bluetooth Speaker,50
7/28/2026,527,P006,Wireless Mouse,30
7/28/2026,528,P001,Wireless Headphones,100
7/28/2026,529,P006,Wireless Mouse,30
7/28/2026,530,P008,HDMI Cable,15
7/28/2026,531,P010,External Hard Drive,100
7/28/2026,532,P004,USB Flash Drive,20
7/28/2026,533,P003,Bluetooth Speaker,50
7/28/2026,534,P001,Wireless Headphones,100
7/28/2026,535,P008,HDMI Cable,15
7/28/2026,536,P004,USB Flash Drive,20
7/28/2026,537,P006,Wireless Mouse,30
7/28/2026,538,P001,Wireless Headphones,100
7/28/2026,539,P003,Bluetooth Speaker,50
7/28/2026,540,P002,Laptop Backpack,60
7/28/2026,541,P001,Wireless Headphones,100
7/28/2026,542,P010,External Hard Drive,100
7/28/2026,543,P002,Laptop Backpack,60
7/28/2026,544,P006,Wireless Mouse,30
7/28/2026,545,P002,Laptop Backpack,60
7/28/2026,546,P008,HDMI Cable,15
7/28/2026,547,P002,Laptop Backpack,60
7/28/2026,548,P001,Wireless Headphones,100
7/28/2026,549,P003,Bluetooth Speaker,50
7/28/2026,550,P005,Mobile Phone Case,15
7/28/2026,551,P002,Laptop Backpack,60
7/28/2026,552,P002,Laptop Backpack,60
7/28/2026,553,P006,Wireless Mouse,30
7/28/2026,554,P007,Laptop Stand,40
7/28/2026,555,P001,Wireless Headphones,100
7/28/2026,556,P004,USB Flash Drive,20
7/28/2026,557,P010,External Hard Drive,100
7/28/2026,558,P006,Wireless Mouse,30
7/28/2026,559,P005,Mobile Phone Case,15
7/28/2026,560,P002,Laptop Backpack,60
7/28/2026,561,P004,USB Flash Drive,20
7/28/2026,562,P007,Laptop Stand,40
7/28/2026,563,P006,Wireless Mouse,30
7/28/2026,564,P001,Wireless Headphones,100
7/28/2026,565,P010,External Hard Drive,100
7/28/2026,566,P001,Wireless Headphones,100
7/28/2026,567,P002,Laptop Backpack,60
7/28/2026,568,P008,HDMI Cable,15
7/28/2026,569,P006,Wireless Mouse,30
7/28/2026,570,P001,Wireless Headphones,100
7/28/2026,571,P006,Wireless Mouse,30
7/28/2026,572,P004,USB Flash Drive,20
7/28/2026,573,P010,External Hard Drive,100
7/28/2026,574,P010,External Hard Drive,100
7/28/2026,575,P008,HDMI Cable,15
7/28/2026,576,P008,HDMI Cable,15
7/28/2026,577,P007,Laptop Stand,40
7/28/2026,578,P004,USB Flash Drive,20
7/28/2026,579,P007,Laptop Stand,40
7/28/2026,580,P001,Wireless Headphones,100
7/28/2026,581,P006,Wireless Mouse,30
7/28/2026,582,P004,USB Flash Drive,20
7/28/2026,583,P010,External Hard Drive,100
7/28/2026,584,P010,External Hard Drive,100
7/28/2026,585,P007,Laptop Stand,40
7/28/2026,586,P001,Wireless Headphones,100
7/28/2026,587,P007,Laptop Stand,40
7/28/2026,588,P004,USB Flash Drive,20
7/28/2026,589,P006,Wireless Mouse,30
7/28/2026,590,P006,Wireless Mouse,30
7/28/2026,591,P003,Bluetooth Speaker,50
7/28/2026,592,P006,Wireless Mouse,30
7/28/2026,593,P001,Wireless Headphones,100
7/28/2026,594,P001,Wireless Headphones,100
7/28/2026,595,P006,Wireless Mouse,30
7/28/2026,596,P010,External Hard Drive,100
7/28/2026,597,P006,Wireless Mouse,30
7/28/2026,598,P008,HDMI Cable,15
7/28/2026,599,P008,HDMI Cable,15
7/28/2026,600,P006,Wireless Mouse,30
7/28/2026,601,P005,Mobile Phone Case,15
7/28/2026,602,P002,Laptop Backpack,60
7/28/2026,603,P004,USB Flash Drive,20
7/28/2026,604,P009,Smartphone,600
7/28/2026,605,P010,External Hard Drive,100
7/28/2026,606,P010,External Hard Drive,100
7/28/2026,607,P002,Laptop Backpack,60
7/28/2026,608,P001,Wireless Headphones,100
7/28/2026,609,P001,Wireless Headphones,100
7/28/2026,610,P006,Wireless Mouse,30
